t,speed,rpm,gear,ratio,mech,slip,tcc,locked,hold,range,shifting,atf,volt,odo,trip_km,fuel_pt,rate_lh,eco,coolant,map,load
1788071910.3,0.00,0.0,0,0.000,0.000,0.0000,0,False,False,,False,0.0,0.00,0,0.00000,0.00,0.000,0.00,0.0,0.0,0.0
1788071910.5,0.00,749.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071910.8,0.00,751.0,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.227,9.33,93.0,45.0,0.0
1788071911.0,0.00,750.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071911.2,0.00,749.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.172,9.33,93.0,45.0,0.0
1788071911.4,0.00,753.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,53.73,1.214,9.33,93.0,45.0,0.0
1788071911.6,0.00,754.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071911.8,0.00,755.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.214,9.33,93.0,45.0,0.0
1788071912.0,0.00,755.8,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.214,9.33,93.0,45.0,0.0
1788071912.2,0.00,753.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.227,9.33,93.0,44.0,0.0
1788071912.4,0.00,752.5,0,0.260,0.000,0.0000,0,False,False,P,False,0.0,0.00,109770,191.58822,54.90,1.201,9.33,93.0,44.0,0.0
1788071912.6,0.00,753.8,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.214,9.33,93.0,44.0,0.0
1788071912.8,0.00,750.8,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,44.0,0.0
1788071913.0,0.00,751.8,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,44.0,0.0
1788071913.2,0.00,750.8,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.214,9.33,93.0,44.0,0.0
1788071913.4,0.00,746.5,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,45.0,0.0
1788071913.6,0.00,747.0,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,45.0,0.0
1788071913.8,0.00,747.0,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071914.0,0.00,748.5,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,45.0,0.0
1788071914.2,0.00,750.5,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071914.4,0.00,750.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.159,9.33,93.0,45.0,0.0
1788071914.6,0.00,751.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.227,9.33,93.0,45.0,0.0
1788071914.8,0.00,751.8,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.12,1.227,9.33,93.0,45.0,0.0
1788071915.0,0.00,754.5,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,45.0,0.0
1788071915.2,0.00,756.5,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071915.4,0.00,754.0,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.172,9.33,93.0,45.0,0.0
1788071915.7,0.00,752.8,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,44.0,0.0
1788071915.9,0.00,751.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.12,1.201,9.33,93.0,45.0,0.0
1788071916.1,0.00,746.5,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071916.3,0.00,744.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.227,9.33,93.0,45.0,0.0
1788071916.5,0.00,743.0,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071916.7,0.00,745.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.12,1.172,9.33,93.0,45.0,0.0
1788071916.9,0.00,749.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,45.0,0.0
1788071917.1,0.00,752.0,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.172,9.33,93.0,45.0,0.0
1788071917.3,0.00,754.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.214,9.33,93.0,45.0,0.0
1788071917.5,0.00,755.8,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.214,9.33,93.0,45.0,0.0
1788071917.7,0.00,756.0,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.214,9.33,93.0,45.0,0.0
1788071917.9,0.00,752.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071918.1,0.00,754.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.189,9.33,93.0,45.0,0.0
1788071918.3,0.00,752.5,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071918.5,0.00,752.0,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.214,9.33,93.0,45.0,0.0
1788071918.7,0.00,751.0,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.227,9.33,93.0,45.0,0.0
1788071918.9,0.00,749.2,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
1788071919.1,0.00,749.5,0,0.260,0.000,0.0000,0,False,False,P,False,88.7,0.00,109770,191.58822,54.90,1.201,9.33,93.0,45.0,0.0
