t,pid,b1,b2,coolant,speed
1788071920.79,0000,190,63,0,0.0
1788071920.82,0002,0,0,0,0.0
1788071920.84,0110,1,30,0,0.0
1788071920.86,0003,2,0,0,0.0
1788071920.88,010B,45,0,93,0.0
1788071920.89,0005,133,0,93,0.0
1788071920.92,0006,127,0,93,0.0
1788071920.94,0110,1,27,93,0.0
1788071920.95,0007,132,0,93,0.0
1788071920.98,000B,45,0,93,0.0
1788071920.98,010B,45,0,93,0.0
1788071921.02,000C,11,196,93,0.0
1788071921.03,0110,1,30,93,0.0
1788071921.06,000D,0,0,93,0.0
1788071921.09,000E,143,0,93,0.0
1788071921.12,000F,104,0,93,0.0
1788071921.14,0110,1,24,93,0.0
1788071921.15,0010,1,37,93,0.0
1788071921.18,0011,30,0,93,0.0
1788071921.18,010B,45,0,93,0.0
1788071921.22,0013,1,0,93,0.0
1788071921.23,0110,1,33,93,0.0
1788071921.25,001C,10,0,93,0.0
1788071921.28,001F,0,35,93,0.0
1788071921.28,010B,45,0,93,0.0
1788071921.31,0020,128,21,93,0.0
1788071921.34,0110,1,24,93,0.0
1788071921.34,0142,52,231,93,0.0
1788071921.34,0021,0,0,93,0.0
1788071921.38,002C,0,0,93,0.0
1788071921.38,010B,45,0,93,0.0
1788071921.41,002E,0,0,93,0.0
1788071921.43,0110,1,30,93,0.0
1788071921.44,0030,255,0,93,0.0
1788071921.47,003C,25,122,93,0.0
1788071921.49,010B,45,0,93,0.0
1788071921.50,0040,104,0,93,0.0
1788071921.53,0110,1,37,93,0.0
1788071921.58,0043,0,73,93,0.0
1788071921.58,010B,45,0,93,0.0
1788071921.61,0200,0,0,93,0.0
1788071921.64,0110,1,27,93,0.0
1788071921.67,0900,6,89,93,0.0
1788071921.68,010B,45,0,93,0.0
1788071921.70,0968,0,0,93,0.0
1788071921.74,096E,11,184,93,0.0
1788071921.77,097C,108,130,93,0.0
1788071921.78,010B,45,0,93,0.0
1788071921.80,098E,0,0,93,0.0
1788071921.83,1101,1,0,93,0.0
1788071921.83,0110,1,30,93,0.0
1788071921.86,1103,12,0,93,0.0
1788071921.88,010B,45,0,93,0.0
1788071921.90,1104,1,0,93,0.0
1788071921.94,114A,41,64,93,0.0
1788071921.97,114D,32,192,93,0.0
1788071921.98,010B,45,0,93,0.0
1788071922.00,1153,62,7,93,0.0
1788071922.03,1154,29,192,93,0.0
1788071922.04,0110,1,40,93,0.0
1788071922.06,1169,29,187,93,0.0
1788071922.09,010B,45,0,93,0.0
1788071922.10,1173,0,200,93,0.0
1788071922.13,1177,21,64,93,0.0
1788071922.13,0110,1,30,93,0.0
1788071922.16,1410,1,64,93,0.0
