t,fix,sats,hdop,lat,lon,alt_m,speed_kmh,course
1788105454.75,0,00,99.99,,,,0.0,0.0
1788105455.75,0,00,99.99,,,,0.0,0.0
1788105456.75,0,00,99.99,,,,0.0,0.0
1788105457.75,0,00,99.99,,,,0.0,0.0
1788105458.75,0,00,99.99,,,,0.0,0.0
1788105459.75,0,00,99.99,,,,0.0,0.0
1788105460.75,0,00,99.99,,,,0.0,0.0
1788105461.74,0,00,99.99,,,,0.0,0.0
1788105462.74,0,00,99.99,,,,0.0,0.0
1788105463.75,0,00,99.99,,,,0.0,0.0
1788105464.75,0,00,99.99,,,,0.0,0.0
1788105465.75,0,00,99.99,,,,0.0,0.0
1788105466.75,0,00,99.99,,,,0.0,0.0
1788105467.76,0,00,99.99,,,,0.0,0.0
1788105468.75,0,00,99.99,,,,0.0,0.0
1788105469.75,0,00,99.99,,,,0.0,0.0
1788105470.74,0,00,99.99,,,,0.0,0.0
1788105471.74,0,00,99.99,,,,0.0,0.0
1788105472.75,0,00,99.99,,,,0.0,0.0
1788105473.74,0,00,99.99,,,,0.0,0.0
1788105474.75,0,00,99.99,,,,0.0,0.0
1788105475.75,0,00,99.99,,,,0.0,0.0
1788105476.75,0,00,99.99,,,,0.0,0.0
1788105477.75,0,00,99.99,,,,0.0,0.0
1788105478.74,0,00,99.99,,,,0.0,0.0
1788105479.74,0,00,99.99,,,,0.0,0.0
1788105480.74,0,00,99.99,,,,0.0,0.0
1788105481.75,0,00,99.99,,,,0.0,0.0
1788105482.75,0,00,99.99,,,,0.0,0.0
1788105483.75,0,00,99.99,,,,0.0,0.0
1788187425.41,0,00,99.99,,,,0.0,0.0
1788187426.41,0,00,99.99,,,,0.0,0.0
1788187427.41,0,00,99.99,,,,0.0,0.0
1788187428.41,0,00,99.99,,,,0.0,0.0
1788187429.41,0,00,99.99,,,,0.0,0.0
1788187430.40,0,00,99.99,,,,0.0,0.0
1788187431.40,0,00,99.99,,,,0.0,0.0
1788187432.40,0,00,99.99,,,,0.0,0.0
1788187433.40,0,00,99.99,,,,0.0,0.0
1788187434.40,0,00,99.99,,,,0.0,0.0
1788187435.40,0,00,99.99,,,,0.0,0.0
1788187436.40,0,00,99.99,,,,0.0,0.0
1788187437.40,0,00,99.99,,,,0.0,0.0
1788187438.40,0,00,99.99,,,,0.0,0.0
1788187439.40,0,00,99.99,,,,0.0,0.0
1788187440.40,0,00,99.99,,,,0.0,0.0
1788187441.40,0,00,99.99,,,,0.0,0.0
1788187442.40,0,00,99.99,,,,0.0,0.0
1788187443.40,0,00,99.99,,,,0.0,0.0
1788187444.40,0,00,99.99,,,,0.0,0.0
1788187445.40,0,00,99.99,,,,0.0,0.0
1788187446.40,0,00,99.99,,,,0.0,0.0
1788187447.40,0,00,99.99,,,,0.0,0.0
1788187448.40,0,00,99.99,,,,0.0,0.0
1788187449.40,0,00,99.99,,,,0.0,0.0
1788187450.40,0,00,99.99,,,,0.0,0.0
1788187451.41,0,00,99.99,,,,0.0,0.0
1788187452.41,0,00,99.99,,,,0.0,0.0
1788187453.41,0,00,99.99,,,,0.0,0.0
1788187454.41,0,00,99.99,,,,0.0,0.0
1788187455.41,0,00,99.99,,,,0.0,0.0
1788187456.41,0,00,99.99,,,,0.0,0.0
1788187457.41,0,00,99.99,,,,0.0,0.0
1788187458.40,0,00,99.99,,,,0.0,0.0
1788187459.37,0,00,99.99,,,,0.0,0.0
1788187460.34,0,00,99.99,,,,0.0,0.0
1788187461.31,0,00,99.99,,,,0.0,0.0
1788187462.29,0,00,99.99,,,,0.0,0.0
1788187463.27,0,00,99.99,,,,0.0,0.0
1788187464.26,0,00,99.99,,,,0.0,0.0
1788187465.24,0,00,99.99,,,,0.0,0.0
1788187466.23,0,00,99.99,,,,0.0,0.0
1788187467.22,0,00,99.99,,,,0.0,0.0
1788187468.21,0,00,99.99,,,,0.0,0.0
1788187469.20,0,00,99.99,,,,0.0,0.0
1788187470.19,0,00,99.99,,,,0.0,0.0
1788187471.19,0,00,99.99,,,,0.0,0.0
1788187472.18,0,00,99.99,,,,0.0,0.0
1788187473.17,0,00,99.99,,,,0.0,0.0
1788187474.17,0,00,99.99,,,,0.0,0.0
1788187475.17,0,00,99.99,,,,0.0,0.0
1788187476.15,0,00,99.99,,,,0.0,0.0
1788187477.15,0,00,99.99,,,,0.0,0.0
1788187478.15,0,00,99.99,,,,0.0,0.0
1788187479.15,0,00,99.99,,,,0.0,0.0
1788187480.14,0,00,99.99,,,,0.0,0.0
1788187481.14,0,00,99.99,,,,0.0,0.0
1788187482.14,0,00,99.99,,,,0.0,0.0
1788187483.14,0,00,99.99,,,,0.0,0.0
1788187484.14,0,00,99.99,,,,0.0,0.0
1788187485.14,0,00,99.99,,,,0.0,0.0
1788187486.14,0,00,99.99,,,,0.0,0.0
1788187487.13,0,00,99.99,,,,0.0,0.0
1788187488.13,0,00,99.99,,,,0.0,0.0
1788187489.14,0,00,99.99,,,,0.0,0.0
1788187490.14,0,00,99.99,,,,0.0,0.0
1788187491.17,0,00,99.99,,,,0.0,0.0
1788187492.19,0,00,99.99,,,,0.0,0.0
1788187493.22,0,00,99.99,,,,0.0,0.0
1788187494.23,0,00,99.99,,,,0.0,0.0
1788187495.26,0,00,99.99,,,,0.0,0.0
1788187496.27,0,00,99.99,,,,0.0,0.0
1788187497.29,0,00,99.99,,,,0.0,0.0
1788187498.30,0,00,99.99,,,,0.0,0.0
1788187499.30,0,00,99.99,,,,0.0,0.0
1788187500.32,0,00,99.99,,,,0.0,0.0
1788187501.32,0,00,99.99,,,,0.0,0.0
1788187502.33,0,00,99.99,,,,0.0,0.0
1788187503.34,0,00,99.99,,,,0.0,0.0
1788187504.34,0,00,99.99,,,,0.0,0.0
1788187505.35,0,00,99.99,,,,0.0,0.0
1788187506.35,0,00,99.99,,,,0.0,0.0
1788187507.37,0,00,99.99,,,,0.0,0.0
1788187508.37,0,00,99.99,,,,0.0,0.0
1788187509.37,0,00,99.99,,,,0.0,0.0
1788187510.37,0,00,99.99,,,,0.0,0.0
1788187511.37,0,00,99.99,,,,0.0,0.0
1788187512.38,0,00,99.99,,,,0.0,0.0
1788187513.38,0,00,99.99,,,,0.0,0.0
1788187514.38,0,00,99.99,,,,0.0,0.0
1788187515.38,0,00,99.99,,,,0.0,0.0
1788187516.38,0,00,99.99,,,,0.0,0.0
1788187517.38,0,00,99.99,,,,0.0,0.0
1788187518.39,0,00,99.99,,,,0.0,0.0
1788187519.39,0,00,99.99,,,,0.0,0.0
1788187520.39,0,00,99.99,,,,0.0,0.0
1788187521.39,0,00,99.99,,,,0.0,0.0
1788187522.39,0,00,99.99,,,,0.0,0.0
1788187523.39,0,00,99.99,,,,0.0,0.0
1788187524.40,0,00,99.99,,,,0.0,0.0
1788187525.39,0,00,99.99,,,,0.0,0.0
1788187526.39,0,00,99.99,,,,0.0,0.0
1788187527.39,0,00,99.99,,,,0.0,0.0
1788187528.40,0,00,99.99,,,,0.0,0.0
1788187529.40,0,00,99.99,,,,0.0,0.0
1788187530.40,0,00,99.99,,,,0.0,0.0
1788187531.40,0,00,99.99,,,,0.0,0.0
1788187532.40,0,00,99.99,,,,0.0,0.0
1788187533.40,0,00,99.99,,,,0.0,0.0
1788187534.40,0,00,99.99,,,,0.0,0.0
