t,fix,sats,hdop,lat,lon,alt_m,speed_kmh,course
1788195116.62,0,00,99.99,,,,0.0,0.0
1788195117.62,0,00,99.99,,,,0.0,0.0
1788195118.62,0,00,99.99,,,,0.0,0.0
1788195119.62,0,00,99.99,,,,0.0,0.0
1788195120.62,0,00,99.99,,,,0.0,0.0
1788195121.62,0,00,99.99,,,,0.0,0.0
1788195122.63,0,00,99.99,,,,0.0,0.0
1788195123.62,0,00,99.99,,,,0.0,0.0
1788195124.62,0,00,99.99,,,,0.0,0.0
1788195125.63,0,00,99.99,,,,0.0,0.0
1788195126.63,0,00,99.99,,,,0.0,0.0
1788195127.63,0,00,99.99,,,,0.0,0.0
1788195128.63,0,00,99.99,,,,0.0,0.0
1788195129.63,0,00,99.99,,,,0.0,0.0
1788195130.63,0,00,99.99,,,,0.0,0.0
1788195131.63,0,00,99.99,,,,0.0,0.0
1788195132.63,0,00,99.99,,,,0.0,0.0
1788195133.63,0,00,99.99,,,,0.0,0.0
1788195134.63,0,00,99.99,,,,0.0,0.0
1788195135.63,0,00,99.99,,,,0.0,0.0
1788195136.63,0,00,99.99,,,,0.0,0.0
1788195137.63,0,00,99.99,,,,0.0,0.0
1788195138.63,0,00,99.99,,,,0.0,0.0
1788195139.63,0,00,99.99,,,,0.0,0.0
1788195140.63,0,00,99.99,,,,0.0,0.0
1788195141.63,0,00,99.99,,,,0.0,0.0
1788195142.63,0,00,99.99,,,,0.0,0.0
1788195143.63,0,00,99.99,,,,0.0,0.0
1788195144.63,0,00,99.99,,,,0.0,0.0
1788195145.63,0,00,99.99,,,,0.0,0.0
1788197101.10,0,00,99.99,,,,0.0,0.0
1788197102.10,0,00,99.99,,,,0.0,0.0
1788197103.10,0,00,99.99,,,,0.0,0.0
1788197104.10,0,00,99.99,,,,0.0,0.0
1788197105.10,0,00,99.99,,,,0.0,0.0
1788197106.09,0,00,99.99,,,,0.0,0.0
1788197107.10,0,00,99.99,,,,0.0,0.0
1788197108.10,0,00,99.99,,,,0.0,0.0
1788197109.10,0,00,99.99,,,,0.0,0.0
1788197110.10,0,00,99.99,,,,0.0,0.0
