t,fix,sats,hdop,lat,lon,alt_m,speed_kmh,course
1788261408.11,0,00,99.99,,,,0.0,0.0
1788261409.12,0,00,99.99,,,,0.0,0.0
1788261410.12,0,00,99.99,,,,0.0,0.0
1788261411.11,0,00,99.99,,,,0.0,0.0
1788261412.11,0,00,99.99,,,,0.0,0.0
1788261413.11,0,00,99.99,,,,0.0,0.0
1788261414.11,0,00,99.99,,,,0.0,0.0
1788261415.12,0,00,99.99,,,,0.0,0.0
1788261416.12,0,00,99.99,,,,0.0,0.0
1788261417.11,0,00,99.99,,,,0.0,0.0
1788261418.11,0,00,99.99,,,,0.0,0.0
1788261419.11,0,00,99.99,,,,0.0,0.0
1788261420.12,0,00,99.99,,,,0.0,0.0
1788261421.12,0,00,99.99,,,,0.0,0.0
1788261422.12,0,00,99.99,,,,0.0,0.0
1788261423.12,0,00,99.99,,,,0.0,0.0
1788261424.12,0,00,99.99,,,,0.0,0.0
1788261425.11,0,00,99.99,,,,0.0,0.0
1788261426.12,0,00,99.99,,,,0.0,0.0
1788261427.12,0,00,99.99,,,,0.0,0.0
1788261428.11,0,00,99.99,,,,0.0,0.0
1788261429.11,0,00,99.99,,,,0.0,0.0
1788261430.12,0,00,99.99,,,,0.0,0.0
1788261431.11,0,00,99.99,,,,0.0,0.0
1788261432.11,0,00,99.99,,,,0.0,0.0
1788261433.11,0,00,99.99,,,,0.0,0.0
1788261434.11,0,00,99.99,,,,0.0,0.0
1788261435.12,0,00,99.99,,,,0.0,0.0
1788261436.12,0,00,99.99,,,,0.0,0.0
1788339355.62,0,00,99.99,,,,0.0,0.0
1788339356.62,0,00,99.99,,,,0.0,0.0
1788339357.62,0,00,99.99,,,,0.0,0.0
1788339358.62,0,00,99.99,,,,0.0,0.0
1788339359.62,0,00,99.99,,,,0.0,0.0
1788339360.62,0,00,99.99,,,,0.0,0.0
1788339361.62,0,00,99.99,,,,0.0,0.0
1788339362.62,0,00,99.99,,,,0.0,0.0
1788339363.62,0,00,99.99,,,,0.0,0.0
1788339364.62,0,00,99.99,,,,0.0,0.0
1788339365.62,0,00,99.99,,,,0.0,0.0
1788339366.62,0,00,99.99,,,,0.0,0.0
1788339367.62,0,00,99.99,,,,0.0,0.0
1788339368.62,0,00,99.99,,,,0.0,0.0
1788339369.62,0,00,99.99,,,,0.0,0.0
1788339370.62,0,00,99.99,,,,0.0,0.0
1788339371.62,0,00,99.99,,,,0.0,0.0
1788339372.62,0,00,99.99,,,,0.0,0.0
1788339373.62,0,00,99.99,,,,0.0,0.0
1788339374.62,0,00,99.99,,,,0.0,0.0
1788339375.62,0,00,99.99,,,,0.0,0.0
1788339376.62,0,00,99.99,,,,0.0,0.0
1788339377.62,0,00,99.99,,,,0.0,0.0
1788339378.62,0,00,99.99,,,,0.0,0.0
1788339379.62,0,00,99.99,,,,0.0,0.0
1788339380.62,0,00,99.99,,,,0.0,0.0
1788339381.62,0,00,99.99,,,,0.0,0.0
1788339382.62,0,00,99.99,,,,0.0,0.0
1788339383.62,0,00,99.99,,,,0.0,0.0
1788339384.62,0,00,99.99,,,,0.0,0.0
1788339385.62,0,00,99.99,,,,0.0,0.0
